track	t_best	t0	t1	bbox	length_px	score	lat	lon	alt
0	300.4	300.4	306.4	156,0,210,488	526.3	7025.2	39.4828530	73.5850853	4565.1
1	55.1	55.1	58.1	524,52,184,486	517.0	6414.4	39.4833551	73.5849629	4553.9
2	300.4	300.4	300.4	276,0,224,422	473.8	5569.6	39.4828530	73.5850853	4565.1
3	302.4	302.4	302.4	1382,198,126,344	360.4	5211.4	39.4828538	73.5850851	4565.1
4	302.4	301.4	305.4	1126,258,128,276	299.9	4640.1	39.4828538	73.5850851	4565.1
5	173.2	164.2	176.2	752,594,118,368	381.5	4497.2	39.4830529	73.5851838	4565.2
6	301.4	301.4	306.4	222,202,100,206	225.4	4260.2	39.4828533	73.5850852	4565.1
7	307.4	307.4	307.4	1346,112,114,222	246.8	4231.3	39.4828486	73.5850844	4566.4
8	176.2	174.2	177.2	598,184,126,310	331.9	3945.0	39.4830528	73.5851839	4565.2
9	171.2	165.2	172.2	768,502,114,312	327.6	3942.0	39.4830533	73.5851840	4565.2
10	302.4	302.4	307.4	1322,262,78,148	161.0	3874.8	39.4828538	73.5850851	4565.1
11	13.0	13.0	14.0	712,752,84,292	298.3	3803.9	39.4833783	73.5848954	4554.0
12	438.6	433.6	439.6	1494,554,184,330	371.6	3794.1	39.4827630	73.5849838	4589.4
13	79.1	79.1	79.1	1240,586,138,296	300.2	3784.4	39.4830538	73.5852025	4564.4
14	6.0	5.0	8.0	520,0,120,266	275.3	3687.4	39.4833758	73.5848973	4554.0
15	300.4	300.4	306.4	124,10,110,226	247.6	3670.8	39.4828530	73.5850853	4565.1
16	300.4	300.4	300.4	218,0,142,314	340.3	3659.9	39.4828530	73.5850853	4565.1
17	302.4	302.4	302.4	916,0,92,194	211.3	3507.4	39.4828538	73.5850851	4565.1
18	427.6	427.6	434.6	1046,222,176,314	355.3	3451.7	39.4827638	73.5849826	4589.4
19	176.2	175.2	177.2	368,336,144,328	354.0	3437.6	39.4830528	73.5851839	4565.2
20	79.1	79.1	79.1	688,184,106,300	309.9	3434.7	39.4830538	73.5852025	4564.4
21	111.1	101.1	119.2	1202,398,96,160	178.4	3404.6	39.4830530	73.5851883	4565.2
22	539.7	538.7	540.7	1282,622,88,214	228.5	3354.5	39.4827518	73.5849833	4589.3
23	300.4	295.4	306.4	498,614,118,246	265.8	3315.3	39.4828530	73.5850853	4565.1
24	387.5	385.5	390.5	1170,716,118,334	345.9	3257.8	39.4827644	73.5849844	4589.3
25	420.5	420.5	420.5	1154,840,104,204	226.3	3243.5	39.4827640	73.5849829	4589.3
26	302.4	302.4	307.4	130,0,198,316	369.7	3179.0	39.4828538	73.5850851	4565.1
27	97.1	97.1	97.1	600,666,66,160	169.0	3160.0	39.4830566	73.5851882	4565.2
28	122.2	120.2	122.2	1532,550,42,102	107.7	3136.8	39.4830546	73.5851877	4565.2
29	174.2	173.2	174.2	342,78,114,284	303.2	3135.9	39.4830529	73.5851838	4565.2
30	177.2	174.2	183.2	1346,576,106,280	296.8	3115.1	39.4830527	73.5851836	4565.2
31	300.4	300.4	300.4	312,0,122,198	227.8	3084.4	39.4828530	73.5850853	4565.1
32	172.2	163.2	172.2	1088,412,126,344	363.8	3020.5	39.4830530	73.5851839	4565.2
33	26.0	26.0	27.0	570,542,80,190	200.4	2985.3	39.4833848	73.5848963	4553.9
34	78.1	78.1	78.1	982,610,126,230	257.2	2980.7	39.4830575	73.5852202	4562.7
35	383.5	380.5	392.5	1072,832,96,188	207.5	2974.6	39.4827630	73.5849838	4589.3
36	177.2	174.2	179.2	1352,746,166,334	365.9	2970.3	39.4830527	73.5851836	4565.2
37	458.6	458.6	458.6	1518,928,80,146	161.8	2955.3	39.4827605	73.5849838	4589.3
38	301.4	301.4	305.4	212,46,136,206	241.9	2917.3	39.4828533	73.5850852	4565.1
39	92.1	92.1	92.1	1318,730,74,186	195.4	2915.4	39.4830557	73.5851890	4565.2
40	55.1	55.1	55.1	830,306,108,212	228.3	2904.4	39.4833551	73.5849629	4553.9
41	79.1	79.1	79.1	434,550,72,220	227.8	2903.9	39.4830538	73.5852025	4564.4
42	95.1	95.1	100.1	790,512,52,122	127.8	2900.2	39.4830561	73.5851885	4565.2
43	173.2	169.2	177.2	518,300,94,230	245.9	2875.6	39.4830529	73.5851838	4565.2
44	60.1	60.1	60.1	1322,812,108,220	241.4	2875.5	39.4831503	73.5851612	4559.5
45	300.4	300.4	300.4	364,260,106,174	198.9	2875.0	39.4828530	73.5850853	4565.1
46	176.2	174.2	177.2	724,858,90,216	230.6	2869.8	39.4830528	73.5851839	4565.2
